antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,Region
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'BAKING SET SPACEBOY DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'BAKING SET SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.105263158,0.140350877,0.070175439,0.666666667,4.75,0.055401662,2.578947368,Australia
"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.105263158,0.070175439,0.5,4.75,0.055401662,1.789473684,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'LUNCH BAG SPACEBOY DESIGN '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",frozenset({'SPACEBOY LUNCH BOX '}),0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'LUNCH BAG DOLLY GIRL DESIGN', 'LUNCH BAG SPACEBOY DESIGN '})",0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG SPACEBOY DESIGN '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'LUNCH BAG SPACEBOY DESIGN '}),"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'ROSES REGENCY TEACUP AND SAUCER '})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.070175439,0.087719298,0.070175439,1,11.4,0.064019698,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",0.087719298,0.070175439,0.070175439,0.8,11.4,0.064019698,4.649122807,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'HOMEMADE JAM SCENTED CANDLES', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'SPACEBOY LUNCH BOX ', 'REGENCY CAKESTAND 3 TIER'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'HOMEMADE JAM SCENTED CANDLES'}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'HOMEMADE JAM SCENTED CANDLES'})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'HOMEMADE JAM SCENTED CANDLES'})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'SPACEBOY LUNCH BOX ', 'HOMEMADE JAM SCENTED CANDLES'})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'HOMEMADE JAM SCENTED CANDLES'}),"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.087719298,0.140350877,0.070175439,0.8,5.7,0.057863958,4.298245614,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.140350877,0.087719298,0.070175439,0.5,5.7,0.057863958,1.824561404,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",frozenset({'SPACEBOY LUNCH BOX '}),0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'CIRCUS PARADE LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'DOLLY GIRL LUNCH BOX'}),"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.087719298,0.087719298,0.833333333,9.5,0.078485688,5.473684211,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'SPACEBOY LUNCH BOX ', 'DOLLY GIRL LUNCH BOX'})",0.087719298,0.105263158,0.087719298,1,9.5,0.078485688,inf,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.070175439,0.140350877,0.070175439,1,7.125,0.060326254,inf,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",0.140350877,0.070175439,0.070175439,0.5,7.125,0.060326254,1.859649123,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER '})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.087719298,0.105263158,0.070175439,0.8,7.6,0.060941828,4.473684211,Australia
"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'REGENCY CAKESTAND 3 TIER', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'REGENCY CAKESTAND 3 TIER'}),"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.087719298,0.070175439,0.666666667,7.6,0.060941828,2.736842105,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'SPACEBOY LUNCH BOX ', 'REGENCY CAKESTAND 3 TIER'})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",frozenset({'CIRCUS PARADE LUNCH BOX '}),0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),0.087719298,0.140350877,0.070175439,0.8,5.7,0.057863958,4.298245614,Australia
"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",frozenset({'SPACEBOY LUNCH BOX '}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
frozenset({'SPACEBOY LUNCH BOX '}),"frozenset({'ROSES REGENCY TEACUP AND SAUCER ', 'CIRCUS PARADE LUNCH BOX '})",0.105263158,0.070175439,0.070175439,0.666666667,9.5,0.06278855,2.789473684,Australia
frozenset({'ROSES REGENCY TEACUP AND SAUCER '}),"frozenset({'SPACEBOY LUNCH BOX ', 'CIRCUS PARADE LUNCH BOX '})",0.140350877,0.087719298,0.070175439,0.5,5.7,0.057863958,1.824561404,Australia
frozenset({'CIRCUS PARADE LUNCH BOX '}),"frozenset({'SPACEBOY LUNCH BOX ', 'ROSES REGENCY TEACUP AND SAUCER '})",0.087719298,0.087719298,0.070175439,0.8,9.12,0.062480763,4.561403509,Australia
"frozenset({'SPACEBOY LUNCH BOX ', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'DOLLY GIRL LUNCH BOX'}),0.070175439,0.105263158,0.070175439,1,9.5,0.06278855,inf,Australia
